,id,text,label,label_text
5856,faf5cf32e6,to all mothers out there... or even soon to be mothers >8D happy mother`s day y`all,2,positive
5857,271f924afd,Reception food at Long Beach graduation = no Champagne  http://twitpic.com/67eba,1,neutral
5858,8cd69a97bb, you`re back?,1,neutral
5859,9a232fb59e, you are the sweetest.  love you cuz!,2,positive
5860,3390619680,broken my leg  comment me please,0,negative
5861,c55ea4efa1,has found that old familiar feeling again.,2,positive
5862,af38780aaf, Truly? Like what?,1,neutral
5863,fe66579fd8," Thanks dear, I know this, but I appreciate the validation as always",2,positive
5864,bbbd57c093, Me too!    need some tour dates stat!,1,neutral
5865,2334ec3a85," I assume you mean 2nd item with 3 nested lines, but no invert call tree button to be found   ï¿½  ï¿½   ï¿½",0,negative
5866,a77b72e2ba,weee! internet is back here at home!,2,positive
5867,54db2ebee1,Staying home to work on a linoleum block carving for a project (due tomorrow). There will probably be pictures.,1,neutral
5868,b4f4e14266,: yes!,1,neutral
5869,4b2cc01071, We need men to give their input too so I`ll fill u in on the time very soon,1,neutral
5870,e53ebf4ee2," oh wait, i messed up my own messed up lyrics, that should be 'don`t concretize it'",0,negative
5871,ad038d02b2,starting to wonder if I`m going to get this job... came across as though i`d find work elsewhere if needs must... not intentionally,1,neutral
5872,719a06c896, LIKE U SAID 'GIVE TC A CHANCE!' WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,1,neutral
5873,867e2ed06d,is up early to send someone off at the airport!  http://plurk.com/p/x2wsw,1,neutral
5874,cc07fd0b61,"Day 2 of back to work , Day 1 went allllllllright I was only exposed to the swine flu for 8 hours so thats ok I think? Just wash my hands",1,neutral
5875,b0e12875c0,Hmm maybe I this time I really did over react and do the worst,0,negative
5876,e925ae4492," nooo... as a font connoisseur i can totally relate dude, my heart goes out to you",0,negative
5877,a7b3f18ff7,I`m off for tonight good night everyone,2,positive
5878,f5b3f0ec95, my stupid putet won`t let me go to your chat,0,negative
5879,9a4a1343bd, thanks  night,1,neutral
5880,bdce74fbdd,Leo Carillo Beach and WIll Rogers State Park are on the list of State Parks that might close      http://tinyurl.com/lhq8gs,1,neutral
5881,3d7f8b07c2,the tip of my finger hurts  lmao,0,negative
5882,10030773a0, Hi Its not about howmany people follow you its about how much you help others,1,neutral
5883,82b1b58932,"..the weather may makes it, cause temp fell down to 15C from 30C which were yesterday  ...",1,neutral
5884,ae96b752c5,I feel bad for John and Kate. And the 8.,0,negative
5885,51ca53147d,hungraaaaaaaaay. i`ll just eat. don`t go away Twitter!  LUNCH.,1,neutral
5886,82df181b38,"Goodnight  PS- thanks for jailbreaking my iPod, stacie <3",1,neutral
5887,d23a55585b,UGH! I have GOT TO STOP biting my nails  grrrrr,0,negative
5888,fda6d44f58," well then you should come, nigguh. Only thing is i may be going to like Phuket or Bali afterwards",1,neutral
5889,94da511913,me knows what to be tested on all the exam subjects except for english. **** davis.,0,negative
5890,8d6fc46de5," haha hi mum! wow yes, very modern of you. now you just need to get a facebook account! p.s. talk to me by writing ",2,positive
5891,5f02ce3627," yeah, that doesn`t sound very good",0,negative
5892,0736535e65, for me they`re not,1,neutral
5893,af0c261b51, don`t you procrastinate!   (like I do...),1,neutral
5894,dfb379a9b4,",  - muji  yipee. is anybody coming here? i can send them over hahaha. but can somebody bring JT`s BSG disks? haha",1,neutral
5895,783557bcb7, hot weather for the lose. And I have to clean too!  Cleaning in the heat sucks balls.,0,negative
5896,57c96276f3,Yay! Just bought American Dad Volume 4  also seen Australia is out on DVD. Could be a lot cheaper than going...,2,positive
5897,4f43d6da65,_benson the Macarena never looked so good. Loved the 'Aaaaiieee' squeak / exclamation,2,positive
5898,394b0fb576,"Just for fun: Jessica Alba weekly Twitter follower count: 35,138 (+5,468). This is starting to look like a movement.  ",1,neutral
5899,8009654348,Saw this lil girl that has big eyes and hair like Dora the explorer. How cute,2,positive
5900,e75396fd56, *dancing pirouette ballerina HUGS*  Morning my Awesome brudder!,2,positive
5901,f93b4bc83f," Thank You, Sweetie. I just don` understand how people can be mad at me for something THEY made as a choice in life..",2,positive
5902,8fbadcefa8," Good luck with your breakfast search. But here in the US, I have to go to bed. lol. Goodnight David.",2,positive
5903,68103f1782, gray! .... i so feel neglected,0,negative
5904,7c74a20ddd,Can`t sleep!!! People keep textin me!!!,0,negative
5905,11f36369f3,exam at 8.,1,neutral
5906,9f85c13e11, No happy hour in CCP eithah that`s 2 bad,0,negative
5907,641c023e7d,I`m wishing I was outside instead of trapped in my office.,2,positive
5908,3286f70986,  have funnn!,2,positive
5909,e1b5025f47,Watching Thomas The Train Engine makes me miss George Carlin,0,negative
5910,026ef8e8d5, DSi is the latest Nintendo DS with 2 cameras + stuff built in. We are a Gadget house. Luckily I get my blackberrys free from work,2,positive
5911,8fa50c76fa,_dave meany,1,neutral
5912,b40b711cc2,"well i guess it all depends,undergarments.",1,neutral
5913,f3a9b9a3f8,this week has been fun...i hope next week will be even better  NYC in 19 days,2,positive
5914,d5048db173,Worried about the reply after sending THE SMS to 78277.,0,negative
5915,ba8de71491,Happy Mother`s Day mommy and grandma haha  ily,2,positive
5916,9f17044414, I want to know who is that ??.6  I tried to ask P`KIA but he still not reply me  but now he change his status to `away`,1,neutral
5917,d20afefce2,_ was yeah... work in 7 hrs  how you,1,neutral
5918,af7b184860,Does anyone know how to scale a pic down I`m trying to change my pic but all my pics r 2 big n I keep cropping them...HELP,0,negative
5919,ffdcc3a3ab,"we`re one, but we`re not the same, we get to carry each other",1,neutral
5920,76a2ce518f,Make your own Google search page with your name   http://tinyurl.com/c4237j,1,neutral
5921,99e110f2b5, thankyou  how is ur night?,2,positive
5922,761282afdf,a bird flew into window at my parents house and snapped his poor neck. gotta bury him,0,negative
5923,7c47bfca56,I`m awake. Anybody else awake? Wish I lived in the US since all the fun happens when I`m asleep!,2,positive
5924,3642340658," No way. What about Sydney?  yeah, you guys are like the semi-older version of Short Stack. However, with the same talent.",1,neutral
5925,dd900c2102, thanks to follow,2,positive
5926,0d886d541b,"Not feeling it 2day, just left the glasses on  peace and unity.",1,neutral
5927,07691c8711,Will you guy`s keep voting for her and ask u`r followers to help to. Only 4days left before competitions close.,1,neutral
5928,ba962ebe79,i`m playing left 4 dead with my friends gilbert and louie  its so fun  happy mothers day to all your moms! ),1,neutral
5929,94c87fecf2,waiting around for boyfriend. then off to queens. ... looks like it`s going to pour here in dt bklyn. umbrellaless,1,neutral
5930,1c22e71e87,_benson You are an absolute legend! Love love love it,2,positive
5931,0e4dbb0627,I just lost a fight against  on Tweefight. I lost  Please revenge me! Try now http://tweefight.com/?opp=hangy,1,neutral
5932,1fbb7596da,Castiel is loveeeeeeeeeeeeeeeeeeeeee,2,positive
5933,a8a9e0e117,(bullhorn] tell ur friends 2 follow me  come onnnnnnnnnnnn ppl,1,neutral
5934,5420b2f0a3,Going to see my grandad today  <3,1,neutral
5935,12b846508c, i knowwww.. i cant deal. this 9-5 life is not for me,0,negative
5936,16344ee21c,feel crappy today,0,negative
5937,6ec9ef4fc3,has made up her mind.....,1,neutral
5938,d075640401,"_pina_14  Not good!!He wouldnt like his girl flirting with his colleagues,would he?",0,negative
5939,6c5103a4c5,"just woke up, having coffee, listening to Music, reading RSS...Sunday feels great",2,positive
5940,51a575d11b, my mom wants to lay. We`ll be there later. Probably a little after 10. And  I`m sorry you`re sick,0,negative
5941,fb13135492, Yeah I hate that too!!!! Sorry ur goin thru that,0,negative
5942,303b34c2fb,Doggone it! I only got an hour nap in  I really want some Ponderosa chicken wings!,1,neutral
5943,ff39ffc00f,_MC string out the dress.. Work that into a track please!!! What do u have coming up?? I`m ur biggest fan,2,positive
5944,97586292af,"  thankyou very much, you rock!",2,positive
5945,81f6f8ff89, I couldnt come to see you in Southend on the 2nd as I couldnt get the tickets :[ Ill have to come see you when you solo tour,1,neutral
5946,4fa4f2bde8, what dey do homie? I wish it would stop raining already!! Plus my vacay is almost over,1,neutral
5947,fe41b4a287,working on the climb season 2 episode 5!!,1,neutral
5948,d69e2171d5,fo shizzle. . . i`m bored and wanna go do something.  wish i went to pisay today. oh wellz. wonder who were there.,0,negative
5949,519a7cc840,binstruct suffers from an update of the mib package... and the developer of that package is on holidays,0,negative
5950,a8bded0645,"I also think that I`m talking to myself now. Okay I need to get to bed. BTW, I miss my brothers.",0,negative
5951,0389813675, The link doesn`t work,0,negative
5952,c326f589fb,"good day, ya`ll! happy mom`s day!",2,positive
5953,a8a7654f28,im officially done with school til fall.,1,neutral
5954,e14f7e2e0d, It didn`t start as a long message ... It just got longer when I wrote it,1,neutral
5955,c660632bdd,"_warwounds_C I feel ya pain, I`ve got myself a nasty cold too. Get better soon",1,neutral
5956,fc3ed28c22,Almost lunch time,1,neutral
5957,496086d5a5, aww such a cutie,2,positive
5958,02eceebc50,"Thanks for the follow, Doug. I like that hat",2,positive
5959,2139382b23,Happy Mother`s Day ~ and for single dads who plays both mom and dad role enjoy your day too,2,positive
5960,68cdc00643, I had a very good day - lots of stretching and sleeping in the sun,2,positive
5961,46be2c59f4, I don`t want to  !!!! I am going to cry all the way home!!!,0,negative
5962,63264da974,is going out for dinner... just the two of us... niceeeee,2,positive
5963,6f87ac1c3a,Hairdye patch test has just smeared all over my WHITE duvet cover  **** ****. <3,0,negative
5964,10700d7927, so how is the most wonderful mommy in the world doing?,2,positive
5965,6c0f3abe84,Wow it`s definitely Friday- the gym is completely empty! What to do? I`d like to play the wii but I guess I`ll vacuum,1,neutral
5966,699bb2c9c9,"so, why the hell are we going to school for 2 hours next monday and tuesday...dumb snow days and thier lame rules...my mom making me go",0,negative
5967,61cde7aa2c,"Dana just found out she doesn`t get to take lunch now, but rather in an hour. Hello delivery.  http://plurk.com/p/x29ss",1,neutral
5968,3f3c87afb8,Oww. Can`t even describe how much my back hurts. Going to have to go to the stupid doctor.,0,negative
5969,f7f91671b8,Wow... my god the whole UI is sooo much snappier. It`s more responsive than TweetDeck now!  Tweets feel like IMs lol,1,neutral
5970,900dda5ae1,ha im so glad it stopped raining.  my umbrella broke today,1,neutral
5971,9d4e0dc308,Eh they shut the freeway down! omw to a job interview so i guess i`m gonna be late,0,negative
5972,6c79c77739, that couldn`t be more true! I like ur momma`s style!,2,positive
5973,59e82d08a3,"Great. Now there`s a cloud that`s really, really dark grey right outside my office window. This sure has a lotta precip with it.",2,positive
5974,f41961c9b6,morning darlin`  Hope you`re feelin` tip-top  ? http://blip.fm/~5z7zs,2,positive
5975,1d8f130239,"  Guys, nothing is free in life. Where is my shidduch money?",1,neutral
5976,5825c09bf0," http://twitpic.com/4jam0 - Ohhh, how lovely! I`m glad that you had a great time there.",2,positive
5977,0153891ff3,I don`t think the coffee at work agreed with my tummy,0,negative
5978,0364fe8361,Thanks! carry on the craziness again!!!,2,positive
5979,0834346d7b, good luck with your auction,2,positive
5980,5a6a55d5db,Watching the CAVS!!!!!,1,neutral
5981,8c3af248b5,Some guy just said he wanted to spank me,0,negative
5982,baada612bb," me too  no one even liked my answers to life last night, pshh",0,negative
5983,5e7128192b,"time to do some revision while listening to  albums non-stop all day, again!",1,neutral
5984,f90eff1570, hahah lucky!! i have to wait 4 days! poop lol where abouts in the gold coast are you? (if u dnt mind me asking),2,positive
5985,942f5f4cc6, we`ll see Craig might just hog u guys! haha I work till 10 tonight anyways,1,neutral
5986,c385694b7b, You are `spot on`...I wouldn`t tweet without it!! Thanks for your share tonight.,2,positive
5987,1adf377451,i wish i was in Jonathon Ross` audience right now,1,neutral
5988,947a309643," Yeah, a few peeps. It should be a good day to catchup with everyone",2,positive
5989,74d2734a64," yeah, ok, that`ll probably happen too.",1,neutral
5990,f00f98900a, ohwwww  whatever I`m excited anyway.,2,positive
5991,40c2e85899,_dang my phone is still broken.  just come over whenever.,0,negative
5992,7eabb6670c,I love cute texy messages. Especially when he calls me mandy,2,positive
5993,1bd7d743f7,"_Cordon Morning  done a bit more. I do have 2 weeks to go, but am trying to get most of it done in advance. How`s you?",1,neutral
5994,422c5c6cae, haha! I remember that! That trip was fun. I Miss miss miss miss miss chu,1,neutral
5995,4fccd9f4bb,sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend,0,negative
5996,49dbf3373e,I ate a foot long from subway like an hour ago! OMG! I`m happy and full. I hadn`t ate since b-fast.  happy Lis.,2,positive
5997,ab8073400f," Sorry your day was so bad   Gettin the drink on, good plan!",1,neutral
5998,8ca5ce7e78, Thanks too,2,positive
5999,d012ba333c, I love these clutches! I`m lusting after one in bright yellow,2,positive
6000,d60596aed5, any chance of seeing you at a race in germany? unfortunately hardly any tv & news coverage of cycling here anymore!,0,negative
6001,7812276995,Nite Tweeple.  Tomorrow will be day 25 at work.,1,neutral
6002,167052ea96, oh no not difficult. It`s just nuts that`s how you have to market yourselves on home turf,2,positive
6003,3fa34fee4a, we will work on that mama  sweetdreams!,2,positive
6004,9bf41d3d1d,Ugh i hate photobucket! an amazing place to edit pictures is: www.picnik.com  i use it alll the time.,0,negative
6005,b71a47be89,Good morning to another too late sleeper .  One of my excellent designers is Valerie (see ) picture,2,positive
6006,de2f813c3c,Twitter connected with FAcebook   http://twitter.com/paynetsystems & http://tinyurl.com/dagmoq,1,neutral
6007,f7f4013a4e,TGIF... this 'short' week has been wayyyyyy too long,0,negative
6008,d7971e5203,yeah me too.,1,neutral
6009,e9f57bf9da, YOU`RE TELLING ME.,1,neutral
6010,0a80fcf9c5,"has her mind abuzz re: advertising industry + standards : don`t hate me because I like maths, ok?",1,neutral
6011,6244b49e8e,lost some $ at work....nt happy right now    --SLOANSTER--,0,negative
6012,0aaab17148, k its 3 slices left,1,neutral
6013,677a1e2692," As it is now, my body has already developed a mind of it`s own but that mind refuses to co-operate with set schedules",1,neutral
6014,3628bc06b9, I was asleep until my brother woke me up asking me if I ate the rest of the frosted mini wheats. I can`t go back to sleep.,0,negative
6015,4e985e6393, aww  cant wait to have you back in LA! <333,2,positive
6016,ad901bf524,Exploring Twitter`s world! me 2,1,neutral
6017,b7bd030e8e,"Wondering why I`m awake at 7am,writing a new song,plotting my evil secret plots muahahaha...oh **** it,not secret anymore",1,neutral
6018,f5cd39143b,I`ve lost my pocket knife  Suggestions for replacing a Ken Onion Chive?,1,neutral
6019,bedb1b754a," all work, no play.",1,neutral
6020,5008199470,"lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is xD http://tinyurl.com/njubcl",1,neutral
6021,da744b2d85,_Writer aww no which one?,1,neutral
6022,f9e0a2422d,enjoying my coffee with this super delicious cookie,0,negative
6023,f91b6e0d25, It was pretty cool. The kids *and* the adults had fun.,2,positive
6024,3771d481c0,I gave a homeless lady named Ruby an Ice Cream sandwich and a cigarette.  That is my g00d deed for the day. :p,2,positive
6025,3df0002826," Yeah, and that`s where everything becomes difficult and generalisations break down. Not an easy problem  .",0,negative
6026,1559c3c50f,Hates moving,0,negative
6027,e7f5a0c43f," happy #juddday, carrie",2,positive
6028,57f0d8fad5,"aku kbangun gara2 mimpi , very bad dream",0,negative
6029,f69743df17,"Been sick all week and still not feeling so well, can`t go to Lena`s cook-out  Gunna spend some time with the fam!",0,negative
6030,7fb78d780e,I am up and feeling pretty **** gud! I dont even have a hangover what a nice feeling,2,positive
6031,3ee2661fd3,    What To Say?,1,neutral
6032,bb2a527cb9,_truong sunbae* my bad jst scratch wht i said  im talking nonsense here.. lol!!! enjoy the perfs,1,neutral
6033,7753817baa, Yep still a few seats left for PRACC workshop w/  &  http://bit.ly/txpA6  see you there,1,neutral
6034,2e2619841e, hehe yeah! but too late hun,1,neutral
6035,bc511c33cb,home! tonight was so much fun! goodnight twitterbugs!,2,positive
6036,ae8e530552,is chatting with Willy Valdez about comics,1,neutral
6037,51f4f0fa48,"Pretty amazing weekend so far  but its bedtime ,, I`m exhausted ! Mothers day tomorrow  nighty night",1,neutral
6038,e18ba82157, i think she`ll pull through.,1,neutral
6039,6e43e60c2f,i neeeeed plans. no one can hang out tomorrow. booo.,1,neutral
6040,176a1489cf,"I WANNA GO THERE, WHERE YOU GO. I WANNA FIND OUT WHAT YOU KNOW..     DAVID AND MILEYYYYYY! ??",1,neutral
6041,856e0029b7,Greg Pritchard should have got threw to the final of britains got talent,0,negative
6042,91473b6dcf,ahhhaaaaa is gunna get straight back on it!,1,neutral
6043,43a24eba11,  thanks homskis! Its like christmas!,2,positive
6044,ee267131b1,ok... twitter I almost pass out because of you!! ****    :`(,0,negative
6045,f93ba198db," awwww ray you`re the best.  it means a lot to me that you say that! i can`t wait to hang with you again, hopefully soon!",2,positive
6046,59d93dfb2a," I like tweetie better, that is what I use all the time",2,positive
6047,214c7be6f5,hmmmm.... i wonder how she my number @-),1,neutral
6048,36cda58aab,Up already  Nooooooo!,0,negative
6049,746a5a5b71, i agree.,1,neutral
6050,c5300f81a0,feelin lonely now after spendin the last 50 hours with my friends,0,negative
6051,600cf6ccba, yeah next time,1,neutral
6052,d265b4b26c, aww... my mom will appreciate it   Much the same to your familias! When do you leave for tour?,2,positive
6053,b3261627a4,Chili night in Minneapolis.  I refuse to turn the heat on in May!,1,neutral
6054,5c896ab009,"george lopez, bed, mommys day tomorrow ;)  i wish house was on Hugh Laurie, is sexay. sometimes i like way older guys.",2,positive
6055,a8a388618c,Rain rain go away,0,negative
6056,aa623c6ae7,"Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms",2,positive
6057,0c3c3b4831,just finished baking some cinnamon rolls   soooo yummy!,2,positive
6058,31f8b8db41, how was the ice cream?,1,neutral
6059,f2f3844b9e," I don`t know you, but you made me lose",1,neutral
6060,2ed974138e,#Happy Stars Wars day....Me`s a JA-JA BINKS ha  A crappy day outside though ah well makes me have a bit more motivation to revise,1,neutral
6061,c668b1eefc,1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren`t transfered yet. #sadpanda #fb,1,neutral
6062,6dee75f6ce, I`m on msn now,1,neutral
6063,be43518883,"Of course, the Evil Day Job wants me to stay longer.  I need to win the lottery.",2,positive
6064,7f366f2041,"In a philosophical mood tonight, wandering round after dark does that for me",1,neutral
6065,38eb9cc5d8, Theres no such thing,1,neutral
6066,e7702ae8f2, awesomeness,2,positive
6067,7f8cc57c81,"Back from A&E, very nice Doctor diagnosed ligament damage, she felt I could still do my 5k run, but it might take me 10 days to heal",2,positive
6068,27dcf16c2e,Today is my last official day of Uni! No more balancing uni work with music!!!! Til october atleast,1,neutral
6069,04f7a0b0f0,"Over-thought tying my shoe, couldn`t figure it out for a while",0,negative
6070,87e339a004,just another manic monday.. wish it were sunday.. that`s my fun day  happy monday twitterland,2,positive
6071,018b4fb3d3,just downed 10 live abalone sashimi with 2 bottles of sake with father-in-law.  Very happy,2,positive
6072,f836e39294," Probably not a good idea, its hard to tweet on the web, I miss Tweetdeck!  *cry*",0,negative
6073,3737e67016,i am braid free  i miss thee ... BLOND HERE I COME!!,1,neutral
6074,3fd07a6b6d,almost 100 cases of swine in australia. hope may still decides to come visits me,1,neutral
6075,9c4ba03196, Chica! Two more days!  I want the US Elle too.,1,neutral
6076,c47421facf,"rap battling at second sat, now at the moviesss  haha 'i swim in a lake of sex'- Matthew M. ( Ghosts of Girlfriends Past)",1,neutral
6077,244536cb9c, Remember to put your phone on silent! lol  Night loveees,2,positive
6078,8c04e901c5, And I`m listening.,1,neutral
6079,456c4304cd,first weekend at home,1,neutral
6080,7192a0c3d3," Jungle Book, Mary Poppins, or Bugs Life - depending on if you want cartoon, live action or cgi",1,neutral
6081,b0936463a3,good morning tweeties! what to do today? I am all rested up from Richmond and ready to hit the beach!,2,positive
6082,f4ba171fda, you must love sydney more  dont leave us sydney kids  ****,2,positive
6083,fdc3815cee,http://twitpic.com/33hus that`s my baby,1,neutral
6084,bba7fc173b,crashing from my WI high...missing mayfield,0,negative
6085,7b2d60b7b2,Ugh. Going to skool,1,neutral
6086,05aa067b65,Bluedart takes a shipment all the way before figuring out 'No Deliver' and then bring it back! Databases anyone?,1,neutral
6087,ea45ac5a83, LOL biking is manly,1,neutral
6088,0b2bf0b98e,Waking up at unGodly hours to go to work is starting to get old. At least the coffee is good,2,positive
6089,712d8f85a7," hi angela, can you check your email? I need one thing from you (sorry if it`s your day off  )",0,negative
6090,24a2b53c29,as if i finsh work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol,0,negative
6091,3ff86e491c,Microsoft Announced Windows 7 Release Candidate. Download available tomorrow,1,neutral
6092,3b4ce30ad8, 'now or never' makes me cry everytime  lol.,1,neutral
6093,c55679a624, Black Russians makes me think of a 'white russian' and this movie quotation: 'that rug really tied the room together.',1,neutral
6094,4e4026e9ee,had fun at wango tangooo!,2,positive
6095,dbe1ee4b3a,once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid,0,negative
6096,c0193894ca,  shame on me!!!,0,negative
6097,fa50f5a64c,http://www.miss-hudgens.com/?p=28 Nessa is 27# on Maxim Magazine`s Hot 100 of 2009,1,neutral
6098,7b5a4abe65,I guess it wasn`t meant for me to change it,1,neutral
6099,3e4ed9397f,My parents wachting tv but it is terrible and there is nothing else  me so sad,0,negative
6100,0a8790162f,"Am in the place called 0UT OF NOW WHERE!! Take me out from here, somebody  http://myloc.me/1XRI",0,negative
6101,b9644304b3,Having dinner at the crown at south moreton with David and a stroppy teenager,1,neutral
6102,303ccaa660, did you get my text?,1,neutral
6103,4d63c513a0, Plenty of good trivia on wikihow. Just trying to help  hope u got to sleep by now.,2,positive
6104,19b9fd9cd3,"Time to add some more RFID-ed object to send messages to Twitter everytime I use them - 2 more coffee cups, Armani Code, Pantone 109 mug",1,neutral
6105,c13f86cebb, It`s http://chelseavantol.etsy.com xo,1,neutral
6106,0d1d61f8ea, oh plzzzzz u never had time for me!!!,0,negative
6107,184fc65131,with emma  going 2 see diversity today :O  x,1,neutral
6108,be1530df55,i learnt something new today,1,neutral
6109,734dfd272c,Only have 80  followers... So sad.,0,negative
6110,6749fedff0," You said your getting McFlys live album 2morrow, whats it called?  ****",1,neutral
6111,8e7c69d8da,I saw the best 1980s back combed poofy bangs this morning on a 30yo... 8 in high. By the time I turned around she was gone... no picture,1,neutral
6112,399d9ef688, I need one too.,2,positive
6113,2cb67e64b4,http://bit.ly/61Aam   these dogs are going to die if somebody doesn`t save them!,0,negative
6114,c094f4e322,    from g`s to gents season 1,1,neutral
6115,4a06159fcc, Yep!!,1,neutral
6116,f906f39210,"after a great day at work with the kids, disappointment with my roof decal",1,neutral
6117,53b213be68,feeling extremally ill,0,negative
6118,8039a75bcb,My Respect For Travis Clark Has Gone Down 7.5 Notches,0,negative
6119,bcec89dc94,Twitter you suck,0,negative
6120,c63250a74a,_Rahal Thing about living is that there are always undeveloped pictures in your future.,1,neutral
6121,af053b89f1,you know what it is to see people you love most in his country and could not get closer?,2,positive
6122,c3bd43392b,i have to be at work at 5 am  ... thanks to me ppl will be getting their freakin starbucks. peace out ppls!,1,neutral
6123,a6d3f0acb3,Just realized all his fantastic nerdfriends no longer live in Rochester,1,neutral
6124,e19bdff99d, it`s like 20 bucks for 10 shots  what kind of camera do you have?,1,neutral
6125,f3b0e2db98,"Twenty20 cricket, beer and sunshine very good. Well apart from the beer cause i`m on tablets!",2,positive
6126,e2eee6e05a, it says Lo`s page doesnt exist,1,neutral
6127,dbd1b3b11b, We`ll get hitched when you get here.,1,neutral
6128,333b617776,Tonight was fun. Love my girl Tanna!,2,positive
6129,eff6700d43,I think the UPS web site hates me now. Still no Brewing supply package.  Held hostage at work by slow UPS delivery,0,negative
6130,9885b51658,Cant wait to leave work,1,neutral
6131,d5458903ed,so tired after work...but i have King`s Bounty Add-on and A Vampyre Story for a evening  and X-men comixes is completely donloaded,0,negative
6132,641a337e0f,Can`t wait 4 a real bed!  haha,2,positive
6133,44d04f39c4,"Goodmorning tweedles  very happy mood, i think i will always be after this past weekend. lol vids of the `BEYONCE WEEKND` coming soon.",2,positive
6134,fe5de15d7b, You really are always dirty!!! Ha ha!!!! Do you have a **** addiction???,0,negative
6135,d4a6a44063, awww boo! I **** lovee doing all the girly thingss,2,positive
6136,b16f8d5de4, chillin promoting muzik...not eating  lmaao,2,positive
6137,8519bcc3f1,I guess I am too freaky for followers.,0,negative
6138,63975d7559, i feel like tweeting you for no reason. so um hiiiiii.,0,negative
6139,f661ccf1f0,Here`s a big moan for Dave Leyrock... IM UP IN 8HRS!  pity me! Coloursfest ahoy xo,0,negative
6140,9316504b1a,_ good morning - you`re up early! Feeling enthused to design your life?  thanks to manics for that phrase,2,positive
6141,753afb695b,Yesssssssssss! A rocket to the moon is  going on warped!,1,neutral
6142,be704e725a,just wake up.and i got flu  http://plurk.com/p/x2zp6,0,negative
6143,d056c086ec,Burning my tongue on Won Ton soup,1,neutral
6144,2ae74adf30,"When the weather`s... ugh, something like asthma. So, yeah, Ventolin.",0,negative
6145,602d75fc3c, no its pre made jelly and its for me and bradie,1,neutral
6146,46bd376e77,Is anyone else having problems following and unfollowing peeps? For me this has gone on for over a week!,0,negative
6147,d073fa9b62,"I kind of miss a certain someone already.  and, i never get to see him again.",1,neutral
6148,195157e55e,is needing to make a new video,1,neutral
6149,d5fdf430d2," Hey Peter, thanks for the follow. So many Sydney pastors tweet!!! Shame no Bris pastors are on Twitter; we`re behind.",1,neutral
6150,43441faed9,"is planning her week, its going to good, going to get a lot of stuff done",2,positive
6151,7a0f49dddd, Yay! You finally get to have a trip away from home again! How exciting! You 2 going to shop a bit ?,2,positive
6152,ceee072314,"home from STING..crunk (of course)..long **** day N nite..also, visited my boy Rob V..all is good..happy mother`s day!!..word to yo mutha",2,positive
6153,7e6a3ccd3a,Excited for enfest yaaaay,2,positive
6154,c0e51679bf, Would love it but have plans,2,positive
6155,1a447d48e7,wants to cool down,2,positive
6156,f178273088,Is trying to buy a new bible...but they just aren`t the same...why did my dogs have to chew it up?,1,neutral
6157,e90e9dc157,#3wordsaftersex it never started...,0,negative
6158,b9f3b0da84,kicking back at home,1,neutral
6159,9e05410237,Stayin over at dustins tonight... my car hates me!,0,negative
6160,f7637933f3,(L) ice grande half-sweet French vanilla soy milk from Starbucks means summaa`s coming !!!,2,positive
6161,b427429bdc,job hunting. yay.....,1,neutral
6162,51373f5fde,"Up, I slept in till 11.02 !!! Shooting a new vid today",1,neutral
6163,57a839c100,With sean s. watching house of a thousand corpes,0,negative
6164,264d6e1837,is moving out of Nesbitt.,1,neutral
6165,d70a4f91db, i love you but i can`t call you cause i live in argentina  really really love you mitchel!,2,positive
6166,f25acf806f,so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked,2,positive
6167,d925742d1d," haha, not always, just a 2-day-trip, for a friend. But I`ve been here some times. That`s why I know basic Japanese",1,neutral
6168,ab936e4839, PRIDE next weekend in Long Beach!!,2,positive
6169,a3695ee1c8,oh no somebody hacked into my email  i`m scared now. what the ****!!,0,negative
6170,643be70c16,"just watched terminator 2 and i cried, Its the one movie that makes me cry for some reason when arnie dies!  im lame!",0,negative
6171,64d299c2b2, Or even listen to Susan`s green policies,1,neutral
6172,10aad33680, You always catch me away from my computer.  ?,1,neutral
6173,135c46a94c,I wasn`t sore yesterday. But i`m definitely feeling those hills now! My legs hurt all the way up to my booty. Its a good hurt,2,positive
6174,00bf1b4448, I WANT YOU ALL HERE WITH ME TOO! Ya`l shoulve gone with RM!,1,neutral
6175,e44c767e08," the only thing I know about star trek is the joke from tina fey`s twitter, 'may the 4th be with you'",2,positive
6176,3a3d4dcf4a,  ack ~ of course i`m a person! but i think  knows that,1,neutral
6177,bb8d6194fa, I can give you the contact of the person who makes those cheesecakes!,1,neutral
6178,40b153dc2c,"when i decide to be on time for something, that devil is always there to counteract! Frustrating but not discouraging...",1,neutral
6179,0dc469bbc8,i hate being sick. i miss   and ,0,negative
